IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
25326-4114;20120101;insucesso;;;;;13;;;;;;;;;1;1;;;;;;;1;4;;3;1;;;1;;;;;1;1;;1;;;;;;;;;3;;;;2;;;;;;;;2;;;;1;;;;;;;;;;;;;3;1;;;1;;;;;;;;;;;;;;2;1;;1;1;11;;;1;;;6;;1;3;;1;;;;;;1;1;1;1;;1;;;1;;1;;1;1;1;1;1;;;;;;1;;;1;;1;;1;1;1;1;;;;;3;3;2;;1;1;1;;;;;;;;;2;;;;;;;101
25326-5490;20120202;insucesso;;;;;4;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;8
26616-7114;20130202;insucesso;;;;;19;2;;;;;;3;3;;;;;;;;;2;6;;;;;;;;;;;3;;;2;;;;1;1;;;;4;;;;2;;1;1;;;;;;4;;3;6;;;;2;;1;;;2;1;;;8;2;;2;2;;2;1;;;1;1;;;;1;;;2;6;;4;2;18;;1;1;1;;5;;1;1;;1;1;;;;;3;2;;;1;6;1;1;2;;;;;;;;6;;;;;;3;;;2;;;;;;3;2;;;;;5;;;2;;;;;2;2;3;;;;;5;1;1;1;;;;187
26930-4433;20120102;insucesso;1;1;;;21;2;;;5;1;1;;;;;;;;;;;;5;;3;1;;;1;;;;;;;;5;1;;;;;;;;9;;;;2;;1;;;1;1;1;;;;;1;;;;;;;;;1;;;;4;1;;1;1;;;;;;1;;;;;;;;;;;;;7;;1;2;1;;3;1;1;1;;;;;;;;1;;;;;3;;;2;;1;;1;1;1;1;3;;;;;;2;;;1;;1;;1;1;;;1;1;1;;;;;;;;;;2;1;3;;1;;;5;;1;;2;;;128
26940-4435;20120102;insucesso;1;;1;1;79;9;;3;9;2;;1;;25;6;19;6;;;;1;1;19;;8;7;2;2;;4;4;3;;2;2;;6;2;2;;1;1;;;;14;1;1;1;4;;;1;;;;;1;2;1;1;38;17;;;1;;;;;14;13;;1;49;12;1;5;36;16;1;;;;13;11;;1;;2;;;1;4;2;2;1;63;;2;3;;2;21;2;1;12;;4;3;1;1;1;1;1;1;1;1;1;8;1;;7;;5;2;2;1;1;1;13;4;1;1;1;1;8;4;1;3;1;1;1;1;1;;;1;;;1;6;3;1;;;2;1;2;4;4;7;1;;;;9;5;2;2;2;1;1;744
26940-4917;20120201;SUCESSO;1;1;;;33;4;;1;3;1;;;;5;3;;;;;;;;9;;2;1;1;;;;;;;;;;2;;;;;;;;;7;;;;2;;;;;1;1;1;;;;;;;;;;;;;;;;;;7;5;;1;;;;;;;;;;;;;;;;1;;1;;11;2;2;2;;;3;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;1;1;8;;2;;;4;;1;1;2;;;139
27002-5489;20120202;insucesso;;;;;8;1;;;;;;1;;2;;2;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;2;1;;;;;;;;2;;;;3;1;;;2;1;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;3;;;;;2;;;;2;1;1;45
27129-7297;20130202;SUCESSO;1;;1;1;20;2;;1;6;1;;1;;5;1;3;;;;;1;;4;;2;2;2;;;;;;;;2;2;1;1;1;;1;1;1;;;6;1;1;1;2;;1;;2;;;;;1;;;8;2;;;1;1;1;;;;;;;8;2;;;7;1;1;1;;;;;;1;1;;;;;;;;;8;2;;1;;;3;;;3;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;1;;;;3;1;3;1;1;;;;;;1;;1;1;;;;152
27403-4435;20120102;insucesso;1;;1;1;21;;;;4;1;;;;4;;2;;;;;1;;3;;;;;;;1;;;;;1;;3;;;;2;2;1;;;8;1;1;1;1;1;1;;;;;;;;;;6;2;;;;;;;;;;;;10;2;1;1;5;1;;;;;;;;1;;;1;;;;;;;26;;;;;;3;;;1;;1;1;;;;;1;1;;;;2;;;2;;1;;;;;;6;;;;;;3;;;1;;1;;;;;;1;;;1;3;1;;;2;1;;1;1;1;41;3;14;6;3;6;;1;1;1;;;231
27455-4434;20120102;insucesso;1;;1;1;21;3;1;;3;2;;;;1;1;1;1;;;;;;4;;1;;;;;1;1;;;;;;1;1;1;;;;;;;7;;;;2;;;;;;;;;;;;2;1;;1;;;;;;;;;;1;1;1;;1;1;;;;;;;;;;;;;;;;;;14;;1;;;;4;;;1;;;;;;;;;;;;2;2;;;2;;1;;1;1;;;3;1;;;;;1;;;1;;1;;;;1;1;1;;;1;;;;;;;;;2;1;;;;;;1;;1;1;;;;111
27455-5061;20120201;insucesso;1;;1;1;15;1;;;4;3;;2;2;4;1;3;2;;;;;;3;;1;;;;;;;;;;1;;;;;;1;1;1;;;6;1;1;1;4;1;;;;;;;;3;;2;4;2;;1;;;;;;;;;1;5;2;;;3;2;;;;;;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;1;;;;1;;;1;1;;;;;;1;;1;1;;;;103
27455-6030;20130101;insucesso;;;;;5;1;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;3;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;19
27455-7297;20130202;insucesso;2;1;1;1;36;11;4;2;8;3;;4;3;5;2;2;;;;;;;16;;2;1;;;;;;;;1;;;;;;2;3;3;3;;;17;1;1;1;9;3;1;7;;1;1;1;1;13;2;10;7;3;;1;1;;;;;3;1;;;12;6;1;1;6;2;;;;;3;1;;;;2;;;1;2;1;2;2;32;;2;1;1;;7;;1;3;;1;1;;;;;;;;;1;3;1;;1;;1;;;;;;1;;;;;;1;;;;;;;;;2;2;2;1;1;1;2;;1;1;;2;1;2;;;;;;;;;;;;;2;;321
27482-4435;20120102;insucesso;1;;1;1;19;1;;;3;1;;;;10;;7;;2;;;3;;4;1;;;;;;1;;;;;;;;;;;1;1;1;;;9;1;1;1;2;;;;1;;;;;;;;23;2;;1;10;;5;4;;3;3;1;3;18;1;;;14;;5;4;4;;2;2;;4;3;;;;;;;;;17;;;1;;1;6;;;4;;1;;;;;;;;;;;2;;;2;1;1;;;;;;2;1;;;1;;1;;;;;;;;;;;1;;;1;3;2;;;;;;;1;1;;;;;;1;;1;1;;;;238
27482-4917;20120201;insucesso;1;;;;12;1;1;;2;;;;;1;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;1;;;;1;1;1;;;;;;1;;;;1;;1;1;;1;1;;;1;;;;1;;1;1;1;;1;;;;;;1;1;;;;;;4;;;1;;;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;1;1;1;;;;;;1;;1;1;;;;60
27482-5799;20130101;insucesso;1;1;;;6;;;;1;;;;;2;;;;;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;1;;;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;;2;2;;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;1;;1;;;;;;;;;;;;;;;36
27482-6590;20130201;insucesso;;;;;9;;;;1;;1;;;4;;3;;;;;1;;1;;1;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;1;;1;;;;;;;;4;;;;;;;;;;;1;;5;;;;4;;;;;;;;;1;1;;;;;;;;;3;;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;51
27512-4435;20120102;SUCESSO;1;;1;1;30;;;;4;1;;;;12;1;11;;8;4;;;;5;;1;1;1;;;2;2;2;2;;;;;;;;3;3;;1;1;10;1;1;1;2;;1;;;;;;;;;;22;3;2;1;11;;6;;;1;1;2;;24;1;;;16;1;9;5;;;1;1;2;2;1;;1;;;;;;;17;;;2;;;3;;1;1;1;1;1;1;;;;1;1;;;;3;;;3;1;2;;2;1;;;4;2;1;;1;1;2;1;;2;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;287
27532-4114;20120101;SUCESSO;1;;1;1;14;1;;;1;;;;;2;1;1;;;;;;;5;;2;;;;;2;2;;;;1;;;;;;;;;1;1;1;1;1;1;1;;1;;;;;;1;;;;4;;;;1;;;;;1;;1;1;3;1;;;2;;1;;;;1;;;;;;;;1;;;;;11;;;1;;1;3;;;;;;;;;;;;;;;;3;;;3;;1;;1;1;;;4;2;;;2;2;3;2;;2;1;2;1;1;;;;1;;;1;5;1;;;1;5;4;1;;;;;;;;;;;;;;;127
27553-4434;20120102;insucesso;;;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9
27586-4435;20120102;SUCESSO;1;;1;1;57;1;;1;4;1;;;;22;9;10;2;1;1;4;;;7;;1;1;1;;;1;1;;;5;1;1;6;3;3;;3;3;1;1;1;7;;;;1;;1;;;;;;;;;;12;7;2;1;2;2;1;1;;5;5;;1;35;14;;;12;5;1;1;1;;5;5;;1;;;;;3;;;;;18;;1;1;;1;6;;1;4;1;2;1;1;;;;1;;;;;4;;1;2;;1;;;;;;4;;;;;;1;;;;;;;;;;;1;;;1;14;8;;;5;2;1;2;4;4;30;;6;3;2;9;4;4;4;1;;;443
27587-4917;20120201;insucesso;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
27616-4435;20120102;SUCESSO;1;;1;1;30;;;;3;1;;8;;10;;8;;4;3;1;1;;4;;2;;;;;;;;;;;;;;;;1;1;1;1;1;10;1;1;1;1;;;;;;;;1;10;;5;23;4;;2;15;3;11;10;8;2;;3;6;16;1;;1;14;;9;6;6;5;2;;;2;1;;2;1;1;;;;;17;1;;3;;3;5;;1;1;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;8;;;4;;;;;;;;;;;;1;;;;;;;318
27630-4114;20120101;insucesso;1;;1;1;16;;;;1;;;;;1;;1;;1;;;;;7;1;3;1;;;;1;1;1;;;2;;;;;;1;1;1;;;3;1;1;1;2;1;1;;;;;;;;;;4;;;;2;;2;;;2;2;;;5;2;;1;4;;2;2;;;2;2;;;;;;;;;;;;13;;;2;;2;7;;1;3;;2;1;1;;1;;1;;;;;2;2;;1;;1;;1;1;1;1;2;;;;;;1;;;1;;1;;1;1;1;1;1;;;1;;;;;;3;;2;;;;;;;;;;;;;;;145
27630-6895;20130201;insucesso;1;;1;1;8;1;;;;;;;;1;;1;;;;;;;4;;2;1;;;;1;1;1;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;;;;;3;;;;;;;;;;;1;;3;;;;3;;;;;;;;;;;;;;;;;;;5;;;1;;1;3;;1;1;;;;;;;;;;;;;1;;;1;;1;1;;;;;1;1;1;1;;;1;1;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;65
27706-4435;20120102;SUCESSO;1;1;;;28;;;;7;;;;;6;;1;;;;;1;;8;;3;1;;;;;;;;;;;;;;;3;3;1;1;1;12;;;;2;;;;1;;;;;;;;6;;;;2;;1;1;1;;;1;;15;1;;;4;;1;1;1;1;;;;2;;;2;;;;;;;28;;2;1;;;7;;;3;;1;1;1;;;;;;;;;1;;;1;;1;;;;;;4;1;1;;;;2;1;1;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;181
27738-4433;20120102;SUCESSO;1;1;;;29;2;;;5;1;;;;6;;1;;1;1;;1;;8;;3;1;1;;;2;1;1;;;;;;;;;1;1;;;;12;;;;4;;4;;;1;1;1;;;;;15;1;;1;4;;4;2;2;3;;2;3;21;;;;11;;3;3;2;2;3;;1;6;4;;4;3;3;;;;;40;;1;5;;2;19;;4;7;1;4;2;;;3;;4;2;1;;;11;;1;7;;2;;1;;;;23;4;1;;2;1;7;1;;3;1;2;;1;;;;1;1;1;;8;;;3;2;;;;6;4;;;;;;5;;4;4;;;;396
27747-5061;20120201;insucesso;1;;1;1;43;1;;;10;4;;;;2;;;;;;;;;5;;;;;;;;;;;2;1;;1;;;;1;1;;;;20;1;1;1;8;;;5;;;;;2;7;3;4;10;4;;;;;;;;4;;;;9;3;;;6;1;;;;;4;;;;;1;;;1;1;1;;;10;;;1;;1;1;;;;;;;;;;;;;;;;1;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;1;8;3;2;;1;5;4;2;2;2;3;;;;;3;;2;2;;3;2;234
27760-4434;20120102;insucesso;;;;;8;1;;;1;;;3;1;;;;;;;;;;2;;;;;;;1;1;1;;;;;;;;;;;;;;3;;;;;;1;;1;;;;;4;1;1;2;;;;1;;;;;1;;;;2;;;;1;;1;;;;;;;2;1;;1;1;;;;;;6;;;1;;;3;;1;2;;;;;;;;;;;;;2;;1;1;;1;1;1;1;1;1;1;1;;;1;1;1;1;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76
27760-6030;20130101;insucesso;;;;;4;2;;;;;;2;1;;;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;;2;;;;1;;;;;;;;;2;1;1;2;;;;1;;;;;1;;;;4;;;;2;;1;;;;;;;;;1;1;1;;1;1;;;3;1;1;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;47
27760-6895;20130201;insucesso;1;;;;9;4;1;1;1;1;;1;;2;;;;;;;2;1;3;;3;2;2;2;;;;;;;;;;;;;;;;;;1;;;;1;;;;;1;1;;;1;;;1;1;;;;;;;;;;;;3;1;1;;1;1;;;;;;;;3;1;;1;;;1;1;;;5;;;1;1;;3;;1;2;;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;80
27764-4603;20120102;SUCESSO;1;1;;;27;;;;1;;;;;7;;1;;;;;;;3;;3;1;1;;;3;1;;;;;;3;1;;;2;2;1;;;5;;;;2;;;;;1;1;1;;;;;6;;;;1;;;;;;;2;;13;2;;;1;;;;;;;;1;;;;;;;;;;;27;;;1;;;11;;1;4;1;3;2;;;;;;;;;;7;;1;1;;;;;;;;18;2;;;1;1;6;1;;3;;2;;;;;;1;1;1;;1;;;;;;;;4;2;5;;4;4;4;3;;1;;;;;219
27780-5799;20130101;insucesso;;;;;10;1;;1;;;;;;;;;;;;;;;7;;2;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;21;1;;;;;10;;;4;;2;2;2;1;;;2;2;1;1;;2;;;2;1;1;1;1;1;;;2;2;2;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105
27780-7297;20130202;insucesso;;;;;3;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
27781-4434;20120102;insucesso;1;;1;1;9;1;;;2;;;;;;;;;;;;;;4;;2;1;;;;;;;;;;;;;;;;;;;;4;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;1;;;;;;;12;;;;;;5;;;1;;;;;;;;;;;;;3;;;3;;;;;;;;6;1;;;;;1;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;67
27820-4603;20120102;insucesso;;;;;9;;;;1;1;;;;1;;1;;1;;;;;5;;2;;;;;1;1;1;;;;;;;;;;;;;;2;;;;1;1;;;1;;;;;;;;2;2;;1;1;;;;;;;;;3;1;;1;2;1;1;;;;;;;;;;;;;;;;;14;;;1;;1;2;;1;;;;;;;;;1;1;;;;4;;;4;;1;1;;;;;8;1;;;;;3;1;;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;92
27820-5061;20120201;insucesso;1;;1;1;25;;;;4;;1;;;2;;2;1;;;;;;8;;4;;;;;1;;;;;;;1;;;;2;1;;;;8;1;1;1;1;;1;;;;;;;;;;5;2;;;1;;1;;;;;;;8;;;;3;1;1;1;;;;;;1;;;3;1;1;;;;;31;;2;;;;10;;;3;;1;1;;;3;2;3;2;1;;;6;;2;4;;3;1;1;1;;;6;3;1;;1;;4;3;1;2;2;2;2;;;;;1;;;1;1;;;1;;;;;;;15;1;12;8;6;2;1;;;;;;250
27889-4434;20120102;insucesso;1;;1;;16;1;;1;3;1;;;;;;;;;;;;;3;;1;;;;;1;1;1;;;;;3;;;;;;;;;5;1;1;;1;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;2;;;;;;;;;;;;;;;;2;;;2;;2;;1;;;;2;1;;;1;1;2;1;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;5;;;;;1;1;81
27889-5061;20120201;SUCESSO;1;;1;1;26;5;;3;6;;;;;;;;;;;;;;7;;;;;;;;;;;1;;;1;;;;1;1;1;;;6;;;;1;;;;;;;;;1;;;1;;;;;;;;;1;;;;3;1;;;1;;;;;;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;2;;;;;;;85
27928-5384;20120202;insucesso;;;;;8;2;;;1;1;;;;5;1;2;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;3;;;;;;;;;2;1;1;;5;2;;1;3;;;;;;2;1;;1;1;;1;;;;;;;3;;;1;;1;2;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;1;1;;;;63
27995-4435;20120102;SUCESSO;1;1;;;32;;;;6;1;;;;6;;4;;1;;;1;;12;;2;;;;;;;;;;;;1;;;;2;2;;1;1;12;;;;1;;;;;1;1;1;;;;;38;3;;1;20;2;10;5;3;1;1;5;2;21;;;;15;;7;4;2;2;;;1;1;;;2;;;;;;;42;;1;5;;2;12;;1;3;;1;1;;;;;2;2;1;;;5;;;5;;3;;3;;;;11;3;1;;;;5;2;;3;1;;;;;;;1;1;1;;10;;;1;7;1;1;1;1;1;16;;4;1;;4;;1;1;1;;;405
28027-4114;20120101;insucesso;1;1;;;8;;;;1;;;;;1;;;;;;;1;;4;;2;1;1;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;1;1;1;;;;;1;;;;;;;;;;;;;2;;;;1;;;;;;;;;1;1;;;;;;;;;7;;1;1;;;2;;1;1;;1;;;;;;;;;;;1;;;1;1;;;;;;;1;1;1;1;;;;;;;;;;;;;;1;1;1;;1;1;;;;;;;;;;;;;;1;;;;;;;60
28043-4435;20120102;SUCESSO;1;;1;1;13;1;;;6;1;;;;;;;;;;;;;1;;1;1;;;;;;;;;3;1;;;;;;;;;;7;1;1;1;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;7;;;;2;4;3;1;;;;;;;;;;;;;;;67
28062-7114;20130202;insucesso;1;;1;1;17;2;;1;7;2;;;;;;;;;;;;;4;;3;2;1;;;;;;;;;;;;;;;;;;;8;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;14;;2;;;;7;2;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;1;;;;;;;89
28092-4434;20120102;SUCESSO;1;1;1;1;27;2;;;2;1;;;;4;1;3;2;;;1;;;10;;3;1;;;1;3;3;;;;;;;;;;1;1;;;;4;1;1;1;3;;;;;1;1;1;;;;;6;2;1;;1;;;;;2;2;;1;7;2;;1;6;2;1;;;;2;2;;;;;;;;1;;;;16;;2;1;;1;5;;1;1;;;;;;;;1;1;;;;4;;;4;;1;;1;;;;12;3;1;;2;2;2;2;;2;2;1;1;;;;;1;1;1;1;2;;;1;;;;;;;;;;;;;;;;;;;198
28101-4434;20120102;insucesso;1;;1;1;10;;;;1;;;;;;;;;;;;;;4;;2;2;;;;;;;;;;;;;;;;;;;;3;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;41
28101-5384;20120202;insucesso;2;1;1;1;9;2;;1;3;;1;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;6;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;5;;1;1;1;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;51
28101-7297;20130202;insucesso;1;1;;;10;;;;1;;;;;;;;;;;;;;4;;2;;;;;;;;;;;;1;1;1;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;1;;;;;;11;;1;1;;;4;;1;1;;;;;;;;;;;;;1;;;1;;1;;1;1;;;2;1;;;;;1;;;1;;1;;;;;;1;1;1;;;;;;;;;;2;1;1;;;;;2;;1;1;1;;;72
28136-4114;20120101;insucesso;1;;1;;7;;;;1;;;;;;;;;;;;;;3;;2;;;;;;;;;;;;1;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;4;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;1;;;;;;;37
28146-4435;20120102;insucesso;1;1;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;21
28164-4114;20120101;insucesso;1;;1;1;35;1;;1;3;;;;;14;1;7;;1;;;;;11;2;1;;;;;;;;;;2;;1;1;1;1;4;4;1;;;5;;;;1;1;;;;;;;;;;;10;3;;1;1;;;;;;;;2;24;5;2;;8;;1;;;;;;;;;;2;;;1;;1;;22;;;3;2;;1;;1;;;;;;;;;1;1;;;;3;;;3;1;;;;;;;3;1;1;;;;;;;;;;;;;;;1;;;1;4;1;;1;;5;2;4;1;1;;;;;;1;;1;1;;1;;231
28164-5799;20130101;insucesso;1;;1;1;27;;;;2;;;;;15;;5;;;;;5;;2;1;1;;;;;;;;;1;;;;;;;1;1;;;;4;1;1;1;;;;;1;;;;;;;;8;;;;;;;;;1;;2;;20;;;;8;;;;;;1;;;5;2;;4;1;;;;;;17;;;2;;;4;;;;;;;;;;;;;;;;1;;;1;;;;;;;;3;1;1;1;;;;;;;;;;;;;;1;;;1;3;;;;1;;;;3;3;10;;8;6;;5;;3;3;1;;;203
28164-6590;20130201;SUCESSO;;;;;29;1;;;3;;;;;7;;2;2;;;;1;;3;;1;;;;;;;;;2;5;5;2;;;;;;;;;5;;;;;;1;;1;;;;;;;;7;3;1;;;;;;;;;1;;13;;;;5;3;;;;;;;1;2;;;2;1;1;;;;;9;;1;2;;1;2;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;7;1;;;2;6;4;6;;;25;;11;5;3;2;;;;2;;;202
